"APPLICATION_NUMBER","USE_STATUS","DIRECT_SEASON_START_MONTH_1","DIRECT_DIV_SEASON_END_MONTH_1","DIRECT_SEASON_START_MONTH_2","DIRECT_DIV_SEASON_END_MONTH_2","STORAGE_SEASON_START_MONTH_1","STORAGE_SEASON_END_MONTH_1","STORAGE_SEASON_START_MONTH_2","STORAGE_SEASON_END_MONTH_2"
"A024898","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024898","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024898","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024898","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A024899","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024899","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A024899","Migrated from old WRIMS data",7,8,NA,NA,NA,NA,NA,NA
"A024905","Migrated from old WRIMS data",4,9,NA,NA,NA,NA,NA,NA
"A024905","Migrated from old WRIMS data",4,9,NA,NA,NA,NA,NA,NA
"A024905","Migrated from old WRIMS data",4,9,NA,NA,NA,NA,NA,NA
"A024909","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024912","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024912","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024919","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024921","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024929","Requested when filed",1,12,NA,NA,NA,NA,NA,NA
"A024931","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024931","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"A024931","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024932","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024935","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024946","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A024951","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024951","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A024951","Migrated from old WRIMS data",3,6,NA,NA,NA,NA,NA,NA
"A024951","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024951","Migrated from old WRIMS data",3,9,NA,NA,NA,NA,NA,NA
"A024955","Migrated from old WRIMS data",3,4,NA,NA,11,4,NA,NA
"A024955","Migrated from old WRIMS data",11,4,NA,NA,11,4,NA,NA
"A024955","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A024958A","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A024958B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024959","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A024959","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A024959","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A024962","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024963","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A024967","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024967","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024967","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024968A","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024968A","Migrated from old WRIMS data",6,7,NA,NA,NA,NA,NA,NA
"A024968B","Migrated from old WRIMS data",3,6,9,11,NA,NA,NA,NA
"A024968B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024969B","Migrated from old WRIMS data",3,6,9,11,NA,NA,NA,NA
"A024969B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A024972","Migrated from old WRIMS data",6,8,NA,NA,NA,NA,NA,NA
"A024972","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A024972","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A024993","Requested when filed",NA,NA,NA,NA,NA,NA,NA,NA
"A024993","Migrated from old WRIMS data",5,9,NA,NA,NA,NA,NA,NA
"A024993","Migrated from old WRIMS data",3,11,NA,NA,NA,NA,NA,NA
"A024993","Migrated from old WRIMS data",3,5,10,11,NA,NA,NA,NA
"A024993","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A024995","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A024996","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A024996","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A025005","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025010","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025012","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025015","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025019","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025019","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025019","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025019","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025021","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A025025","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A025025","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025025","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025025","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025025","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A025028","Migrated from old WRIMS data",5,10,NA,NA,NA,NA,NA,NA
"A025032","Migrated from old WRIMS data",3,5,NA,NA,12,5,NA,NA
"A025036","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025052","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025052","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025065","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025065","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025070","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A025070","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A025070","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A025084","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025110","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025123","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A025123","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A025125","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025125","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A025125","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025125","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025137","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025137","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025137","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025154","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A025154","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A025154","Migrated from old WRIMS data",6,9,NA,NA,NA,NA,NA,NA
"A025157","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025201","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025201","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025201","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025207","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025222","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025222","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025268","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A025282","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025301","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025301","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025325","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025325","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025334","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025334","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025334","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025334","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025334","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025334","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025334","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025344","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025344","Migrated from old WRIMS data",3,10,NA,NA,NA,NA,NA,NA
"A025344","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025344","Migrated from old WRIMS data",3,3,NA,NA,NA,NA,NA,NA
"A025363","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A025367","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A025367","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A025393A","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A025393B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A025393B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A025394","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A025405","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025405","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025405","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025524","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025524","Migrated from old WRIMS data",3,11,NA,NA,11,4,NA,NA
"A025524","Migrated from old WRIMS data",1,12,NA,NA,11,4,NA,NA
"A025524","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025583","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025583","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025596","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A025596","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A025600","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A025600","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A025600","Requested when filed",NA,NA,NA,NA,10,4,NA,NA
"A025623","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025623","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025623","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025674","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025682","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025691","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025694","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025694","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025694","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025740","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A025740","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A025740","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A025749A","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025749A","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025749B","Migrated from old WRIMS data",4,5,NA,NA,NA,NA,NA,NA
"A025762","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025762","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025762","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025773","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A025773","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A025822A","Requested when filed",5,7,NA,NA,NA,NA,NA,NA
"A025822A","Requested when filed",NA,NA,NA,NA,1,5,NA,NA
"A025822B","Requested when filed",3,5,NA,NA,NA,NA,NA,NA
"A025823A01","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A025823A01","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A025823A02","",NA,NA,NA,NA,10,5,NA,NA
"A025823A02","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A025823A03","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A025823A03","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A025823B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A025830","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A025831","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025831","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025831","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025850","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A025850","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A025869","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025887A","Migrated from old WRIMS data",2,6,NA,NA,11,5,NA,NA
"A025887A","Migrated from old WRIMS data",2,6,NA,NA,11,5,NA,NA
"A025887A","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A025887B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A025888A","Migrated from old WRIMS data",2,8,NA,NA,11,7,NA,NA
"A025888A","Migrated from old WRIMS data",2,8,NA,NA,11,7,NA,NA
"A025888A","Migrated from old WRIMS data",NA,NA,NA,NA,11,7,NA,NA
"A025888B","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A025939","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A025939","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A025939","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A025940","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025940","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A025964","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A025964","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A025998","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A025998","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026016","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A026022A","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A026022A","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A026022A","Migrated from old WRIMS data",NA,NA,NA,NA,1,5,NA,NA
"A026022B","Migrated from old WRIMS data",1,5,NA,NA,NA,NA,NA,NA
"A026055A","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026055A","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026055A","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026055B","Migrated from old WRIMS data",2,5,NA,NA,NA,NA,NA,NA
"A026079","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026079","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026079","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026110","Migrated from old WRIMS data",5,6,NA,NA,1,5,NA,NA
"A026111","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026111","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026111","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026111","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026113","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A026113","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A026143","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A026143","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A026143","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A026143","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A026143","Migrated from old WRIMS data",NA,NA,NA,NA,12,5,NA,NA
"A026181","Migrated from old WRIMS data",1,12,NA,NA,11,3,NA,NA
"A026181","Migrated from old WRIMS data",1,12,NA,NA,11,3,NA,NA
"A026182","Migrated from old WRIMS data",3,11,NA,NA,11,3,NA,NA
"A026182","Migrated from old WRIMS data",5,11,NA,NA,11,3,NA,NA
"A026183","Migrated from old WRIMS data",1,12,NA,NA,11,3,NA,NA
"A026183","Migrated from old WRIMS data",1,12,NA,NA,11,3,NA,NA
"A026184","Migrated from old WRIMS data",3,11,NA,NA,11,3,NA,NA
"A026184","Migrated from old WRIMS data",3,11,NA,NA,11,3,NA,NA
"A026201","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026201","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A026224","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026224","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026228","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026228","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026228","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026233","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A026233","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A026233","Migrated from old WRIMS data",6,10,NA,NA,NA,NA,NA,NA
"A026240","Migrated from old WRIMS data",3,6,NA,NA,NA,NA,NA,NA
"A026241","Migrated from old WRIMS data",5,7,NA,NA,11,3,NA,NA
"A026241","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A026241","Migrated from old WRIMS data",5,7,NA,NA,11,3,NA,NA
"A026250","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A026250","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A026250","Migrated from old WRIMS data",NA,NA,NA,NA,1,6,NA,NA
"A026298A","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A026298A","Migrated from old WRIMS data",1,12,NA,NA,10,4,NA,NA
"A026298A","Migrated from old WRIMS data",1,12,NA,NA,10,4,NA,NA
"A026298A","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A026298A","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A026298B","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A026298B","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A026298B","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026298B","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A026396","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A026396","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A026402","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026402","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026412","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A026412","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A026413","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A026413","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026440","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026440","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A026440","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A026442","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A026442","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A026442","Requested when filed",NA,NA,NA,NA,10,3,NA,NA
"A026470","Added by change order",5,9,9,5,NA,NA,NA,NA
"A026503","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026503","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026503","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026561","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026561","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026600","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A026600","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A026600","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A026624","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A026672","Migrated from old WRIMS data",5,10,NA,NA,11,5,NA,NA
"A026672","Migrated from old WRIMS data",5,10,NA,NA,11,5,NA,NA
"A026672","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026672","Migrated from old WRIMS data",5,10,NA,NA,11,5,NA,NA
"A026740","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026740","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026740","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026769","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026769","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026769","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026808","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026808","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026808","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026927","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026927","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026927","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A026927","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026938","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026938","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026938","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026938","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A026975","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A026975","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A026975","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A026975","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A026993","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A026993","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027022","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027022","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027022","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027031","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027031","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027031","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027036","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027036","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027036","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027045","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027045","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027046","Migrated from old WRIMS data",5,9,NA,NA,11,4,NA,NA
"A027046","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027046","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027046","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027075","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027075","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027081","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027081","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027081","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027143","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A027149","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A027149","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A027158","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027158","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027158","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027158","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027177","Migrated from old WRIMS data",10,5,NA,NA,NA,NA,NA,NA
"A027249","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A027301","Added by change order",NA,NA,NA,NA,10,5,NA,NA
"A027327","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027327","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A027362","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A027362","Migrated from old WRIMS data",4,10,NA,NA,NA,NA,NA,NA
"A027424","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027424","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027424","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027440","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027440","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027440","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027460","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027460","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027460","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027460","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
